"","name","height","weight","season","age","team.x","lg","pos","g","mp","per","ts","x3p_ar","f_tr","orb","drb","trb","ast","stl","blk","tov","usg","ows","dws","ws","ws_48","obpm","dbpm","bpm","vorp","x","team.y","gp","w","l","min","dist_feet","dist_miles","dist_miles_off","dist_miles_def","avg_speed","avg_speed_off","avg_speed_def","rk","salary_current","salary_next","contract_year"
"2212","Ben_Simmons",82,230,"2020",23,"PHI","NBA","PG",54,1930,20.8,0.608,0.01,0.46,6.2,18,12.1,34.8,2.9,1.4,20.6,20.9,3.8,3.2,7,0.174,1.4,2.4,3.9,2.9,128,"PHI",54,33,21,35.8,13476.2,2.55,1.41,1.15,4,4.34,3.66,148,8113930,29250000,0
"2214","Jonathon_Simmons",78,195,"2017",27,"SAS","NBA","SG",78,1392,9.9,0.504,0.242,0.314,1.7,11.1,6.5,13.2,1.7,1.5,13.7,18,-0.1,2.1,2,0.068,-3.7,1.1,-2.6,-0.2,849,"SAS",77,60,17,17.9,6752.3,1.28,0.7,0.58,4.31,4.64,3.97,435,874636,0,1
"2215","Jonathon_Simmons",78,195,"2018",28,"ORL","NBA","SG",69,2029,12.7,0.555,0.268,0.317,3.3,9.7,6.5,13.3,1.4,0.6,14.4,22,0.8,1.1,1.9,0.045,-1.7,-1.3,-3.1,-0.5,850,"ORL",69,21,48,29.4,11252.8,2.13,1.12,1.01,4.38,4.66,4.11,165,6300000,6e+06,0
"2216","Jonathon_Simmons",78,195,"2019",29,"TOT","NBA","SG-SF",56,1064,8.5,0.466,0.297,0.277,2.7,10,6.3,16.7,1.3,1.2,14.8,18.7,-0.8,1.1,0.3,0.013,-3.9,-0.3,-4.2,-0.6,851,"PHI",54,23,31,18.9,7793.3,1.48,0.79,0.69,4.36,4.61,4.11,191,6e+06,5700000,0
"2218","Anfernee_Simons",75,181,"2019",19,"POR","NBA","SG",20,141,11.1,0.535,0.46,0.254,2.3,7.4,4.9,13.7,0.3,0,13.6,24.3,0,0,0.1,0.02,-1.5,-3.7,-5.3,-0.1,79,"POR",20,17,3,7,2896.8,0.55,0.31,0.24,4.35,4.55,4.12,351,1835520,2149560,0
"2219","Anfernee_Simons",75,181,"2020",20,"POR","NBA","SG",65,1400,9.3,0.506,0.417,0.175,1.9,8.9,5.4,9.4,0.9,0.6,9.7,19,0.1,0.2,0.3,0.01,-2.5,-1.8,-4.4,-0.8,80,"POR",65,28,37,21.5,8966.1,1.7,0.92,0.78,4.4,4.68,4.11,332,2149560,2252040,0
"2224","Kyle_Singler",80,228,"2017",28,"OKC","NBA","SF",32,385,5.9,0.486,0.446,0.205,2.3,11.5,6.9,3.2,0.9,1,10.8,11.2,0,0.3,0.3,0.034,-4.1,-0.2,-4.3,-0.2,1015,"OKC",32,15,17,12,4648.4,0.88,0.46,0.42,4.4,4.81,4,198,4837500,4666500,0
"2225","Kyle_Singler",80,228,"2018",29,"OKC","NBA","SF",12,59,5.9,0.43,0.238,0.619,1.8,17.5,9.4,4.8,0.8,0,10.1,21.6,-0.1,0,0,-0.031,-5,-1.6,-6.7,-0.1,1016,"OKC",11,5,6,3.3,1270.1,0.24,0.13,0.11,4.29,4.7,3.89,205,4666500,4996000,0
"2228","Marcus_Smart",75,227,"2017",22,"BOS","NBA","SG",79,2399,12,0.486,0.443,0.334,3.7,10.4,7.1,22,2.6,1.2,15.6,18.8,0.5,2.7,3.2,0.064,-1.9,0.6,-1.3,0.4,1110,"BOS",79,51,28,30.4,10674.5,2.02,1.07,0.95,4,4.25,3.76,233,3578880,4538020,0
"2229","Marcus_Smart",75,227,"2018",23,"BOS","NBA","SG",54,1614,10.8,0.479,0.483,0.258,3,9.8,6.4,23.7,2.2,1.2,18.4,19.4,-0.6,2.5,1.9,0.056,-2.1,1,-1.2,0.3,1111,"BOS",51,35,16,30.1,10837.5,2.05,1.09,0.96,4.1,4.37,3.83,208,4538020,0,1
"2230","Marcus_Smart",75,227,"2019",24,"BOS","NBA","SG",80,2200,13.1,0.568,0.61,0.228,2.8,8.6,5.7,19.1,3.1,1.1,16.5,14.6,2.2,3.1,5.3,0.116,-1.2,2,0.8,1.5,1112,"BOS",80,48,32,27.5,10524,1.99,1.04,0.96,4.09,4.36,3.83,117,11660716,12553471,0
"2231","Marcus_Smart",75,227,"2020",25,"BOS","NBA","SG",53,1721,14,0.519,0.582,0.201,2.5,10.1,6.4,21,2.4,1.5,11.5,19.3,1.7,2.4,4.1,0.115,0.2,1.3,1.6,1.5,1113,"BOS",53,34,19,32.5,12111.6,2.29,1.23,1.06,3.95,4.3,3.61,101,12553471,13446428,0
"2241","Ish_Smith",72,175,"2017",28,"DET","NBA","PG",81,1955,14.7,0.477,0.14,0.136,1.1,12.4,6.6,32.5,1.6,1.4,12.4,20.5,0.9,2.2,3.1,0.076,-0.5,0.8,0.3,1.1,648,"DET",81,37,44,24.1,9717.8,1.84,1.05,0.79,4.58,5.21,3.95,167,6e+06,6e+06,0
"2242","Ish_Smith",72,175,"2018",29,"DET","NBA","PG",82,2043,15.4,0.525,0.126,0.145,1.4,10.9,6.1,28.4,1.6,0.9,11.2,20.8,2.4,2,4.4,0.102,-0.3,0.3,0,1,649,"DET",82,39,43,24.9,10624.9,2.01,1.14,0.87,4.88,5.56,4.21,174,6e+06,6e+06,0
"2243","Ish_Smith",72,175,"2019",30,"DET","NBA","PG",56,1251,11.8,0.485,0.276,0.127,1.9,11.1,6.3,25.4,1.1,0.7,10.6,19.9,0.5,1.1,1.7,0.064,-1.6,-0.3,-2,0,650,"DET",56,33,23,22.3,9436.1,1.79,1.05,0.74,4.52,5.13,3.86,192,6e+06,0,1
"2244","Ish_Smith",72,175,"2020",31,"WAS","NBA","PG",60,1570,13.8,0.512,0.258,0.12,1.9,11.7,6.6,25.9,1.5,1.3,11.2,18.3,1.3,0.4,1.7,0.053,-0.3,-1.1,-1.4,0.2,651,"WAS",60,22,38,26.2,10962.5,2.08,1.17,0.91,4.44,5.11,3.8,182,5853659,6146341,0
"2268","Jason_Smith",84,240,"2017",30,"WAS","NBA","C",74,1068,13.6,0.598,0.237,0.155,6.8,20.4,13.6,5,1,4.2,14.2,16.7,1,1.3,2.3,0.103,-2.1,0.4,-1.8,0.1,735,"WAS",74,45,29,14.4,5554.5,1.05,0.56,0.49,4.38,4.68,4.09,192,5e+06,5225000,0
"2269","Jason_Smith",84,240,"2018",31,"WAS","NBA","C",33,285,8.8,0.455,0.278,0.183,7.2,13.9,10.5,7.4,0.5,4,11.4,21.7,-0.2,0.3,0,0.003,-5.4,-1,-6.4,-0.3,736,"WAS",33,15,18,8.6,3356.5,0.64,0.34,0.3,4.53,4.88,4.18,192,5225000,5450000,0
"2270","Jason_Smith",84,240,"2019",32,"TOT","NBA","C-PF",20,190,9.8,0.492,0.441,0.271,9,20.2,14.6,9.7,0.7,3.1,16.4,17.5,0,0.2,0.2,0.038,-3.7,-1,-4.7,-0.1,737,"NOP",20,10,10,9.5,3984.9,0.75,0.41,0.34,4.44,4.94,3.95,202,5450000,0,1
