"","x","name","season","team.x","gp.x","w","l","min.x","dist_feet","dist_miles","dist_miles_off","dist_miles_def","avg_speed","avg_speed_off","avg_speed_def","rk","salary_current","salary_next","contract_year","team.y","age","gp.y","min.y","box_outs","off_box_outs","def_box_outs","team_reb_on_box_outs","player_reb_on_box_outs","x_box_outs_off","x_box_outs_def","x_team_reb_when_box_out","x_player_reb_when_box_out"
"1",1,"Aaron_Brooks","2017","IND",64,36,28,13.6,4953.5,0.94,0.51,0.43,4.14,4.35,3.92,274,2700000,0,1,"MIN",33,32,5.9,0.2,0,0.2,0.1,0,0,100,75,25
"2",2,"Aaron_Gordon","2017","ORL",80,29,51,28.7,11234.2,2.13,1.14,0.99,4.45,4.85,4.06,210,4351320,5504420,0,"ORL",22,58,32.9,2.7,0.2,2.5,1.3,0.4,7,93,85.2,23.9
"3",3,"Aaron_Gordon","2018","ORL",58,19,39,32.9,12792,2.42,1.35,1.07,4.46,5.05,3.88,188,5504420,0,1,"ORL",23,78,33.8,2.4,0.2,2.2,1.1,0.4,9.1,90.9,85.6,28.8
"4",4,"Aaron_Gordon","2019","ORL",76,38,38,33.8,13509.5,2.56,1.44,1.12,4.28,4.75,3.79,40,21590909,19863636,0,"ORL",24,58,33,1.1,0.2,0.9,0.7,0.4,21.5,78.5,95.1,51.2
"6",6,"Aaron_Harrison","2017","CHA",5,2,3,3.3,1180.8,0.22,0.12,0.1,3.98,4.19,3.75,444,874636,0,1,"DAL",23,9,25.9,0.8,0,0.8,0.7,0,0,100,85.7,0
"7",7,"Aaron_Holiday","2019","IND",50,31,19,12.9,5337.1,1.01,0.52,0.49,4.35,4.58,4.12,345,1911960,2239200,0,"IND",23,58,23.6,0.9,0,0.8,0.6,0.1,4,96,90.2,12.2
"9",9,"Abdel_Nader","2018","BOS",47,32,15,11.1,4381.9,0.83,0.44,0.39,4.5,4.61,4.39,431,1167333,1378242,0,"OKC",25,61,11.4,0.8,0,0.8,0.4,0.2,0,100,79.4,29.4
"10",10,"Abdel_Nader","2019","OKC",60,37,23,11.4,4879.3,0.92,0.47,0.45,4.47,4.7,4.27,422,1378242,1618520,0,"OKC",26,48,15.8,0.8,0,0.8,0.4,0.1,0,100,87,26.1
"13",13,"Adreian_Payne","2017","MIN",18,5,13,7.5,2840.5,0.54,0.29,0.25,4.32,4.65,3.9,307,2022240,0,1,"ORL",27,5,8.5,2.2,0.8,1.4,1.6,0.4,36.4,63.6,100,25
"14",18,"Al_Horford","2017","BOS",68,46,22,32.3,11286.5,2.14,1.12,1.02,3.99,4.2,3.77,7,26540100,27734405,0,"BOS",32,72,31.6,6.8,0.5,6.3,3.5,1.3,7.3,92.7,90.4,33.3
"15",19,"Al_Horford","2018","BOS",69,44,25,31.5,11152.8,2.11,1.13,0.99,4.03,4.3,3.76,11,27734405,28928710,0,"BOS",33,68,29,6.5,0.5,6,3.3,1.1,7.4,92.6,86,30
"16",20,"Al_Horford","2019","BOS",68,41,27,29,10788.6,2.04,1.08,0.96,3.98,4.35,3.64,13,28928710,30123015,0,"PHI",33,60,30.8,4.7,0.4,4.3,2.6,1.3,7.9,92.1,89.5,43.6
"18",22,"Al_Jefferson","2017","IND",65,33,32,14.2,4898,0.93,0.49,0.44,3.93,3.97,3.89,105,10230179,9769821,0,"IND",33,36,13.4,3,0.2,2.8,1.6,0.7,6.5,93.5,93.7,38.1
"21",25,"Alan_Williams","2017","PHX",47,11,36,15.1,5514.8,1.04,0.54,0.51,4.21,4.55,3.89,437,874636,0,1,"PHX",25,5,14.1,3.4,0.4,3,1.4,0.6,11.8,88.2,87.5,37.5
"22",26,"Alan_Williams","2018","PHX",5,1,4,14.1,5076.2,0.96,0.52,0.44,4.1,4.3,3.9,175,6e+06,5520000,0,"BKN",26,5,5.1,0.8,0.2,0.6,0,0,25,75,0,0
"23",27,"Alec_Burks","2017","UTA",42,26,16,15.6,5751.6,1.09,0.58,0.51,4.22,4.33,4.07,107,10154495,10845506,0,"UTA",26,64,16.5,0.5,0,0.4,0.2,0,3.4,96.6,88.2,11.8
"24",28,"Alec_Burks","2018","UTA",64,37,27,16.5,6187,1.17,0.62,0.55,4.27,4.43,4.11,110,10845506,11536515,0,"SAC",27,64,21.5,0.5,0,0.5,0.3,0.1,0,100,95,20
"25",29,"Alec_Burks","2019","SAC",64,19,45,21.5,8499.9,1.61,0.87,0.74,4.22,4.39,4.05,120,11536515,0,1,"PHI",28,59,27.3,0.4,0,0.4,0.3,0.1,8,92,80,35
"27",31,"Alex_Abrines","2017","OKC",68,37,31,15.5,5935.7,1.12,0.6,0.53,4.38,4.7,4.07,169,5994764,5725000,0,"OKC",24,75,15.1,0.9,0.1,0.8,0.5,0.1,7.5,92.5,82.2,11.1
"28",32,"Alex_Abrines","2018","OKC",73,42,31,15.1,5785.4,1.1,0.55,0.54,4.35,4.48,4.24,183,5725000,5455236,0,"OKC",25,31,19,1.4,0,1.4,0.7,0.1,0,100,74.2,9.7
"31",35,"Alex_Len","2017","PHX",75,20,55,20.4,7467.6,1.41,0.75,0.67,4.17,4.54,3.83,201,4823621,0,1,"PHX",25,69,20.2,7.6,1.6,6,3.7,1.6,20.4,79.2,87.3,37.8
"32",36,"Alex_Len","2019","ATL",77,28,49,20.1,8007.7,1.52,0.81,0.71,4.23,4.59,3.88,227,4350000,4160000,0,"SAC",26,49,18.3,3.4,0.3,3,1.7,0.9,9.1,90.9,87.6,43.3
"34",38,"Alex_Poythress","2017","PHI",6,0,6,26.1,10594.3,2.01,1.09,0.91,4.59,5.11,4.16,543,35381,0,1,"IND",24,25,4.2,0.5,0.2,0.3,0.3,0.2,38.5,61.5,88.9,55.6
"36",14,"AlFarouq_Aminu","2017","POR",61,33,28,29.1,10738,2.03,1.11,0.93,4.21,4.53,3.88,137,7680965,7319035,0,"POR",27,69,30,3.9,0.6,3.3,1.9,0.9,16.2,83.8,88.5,40.5
"37",15,"AlFarouq_Aminu","2018","POR",69,40,29,30,11168.4,2.12,1.14,0.98,4.22,4.46,3.98,150,7319035,6957105,0,"POR",28,81,28.3,3.6,0.3,3.3,1.6,0.7,8,92,87.5,37.5
"38",16,"AlFarouq_Aminu","2019","POR",81,52,29,28.3,11306.2,2.14,1.18,0.96,4.25,4.55,3.93,179,6957105,0,1,"ORL",29,18,21.1,1.9,0.5,1.4,1.1,0.4,26.5,73.5,82.6,34.8
"40",40,"Alfonzo_McKinnie","2018","TOR",14,13,1,3.8,1568.4,0.3,0.15,0.15,4.73,4.87,4.6,459,815615,1378242,0,"GSW",26,72,13.9,0.8,0.1,0.8,0.5,0.1,8.2,91.8,97.1,14.7
"41",41,"Alfonzo_McKinnie","2019","GSW",72,53,19,13.9,6061.9,1.15,0.61,0.54,4.68,5.1,4.28,446,1349383,0,1,"CLE",27,40,14.8,0.5,0.1,0.4,0.3,0.1,10.5,89.5,85.7,21.4
"42",42,"Alfonzo_McKinnie","2019","GSW",72,53,19,13.9,6061.9,1.15,0.61,0.54,4.68,5.1,4.28,383,1349383,0,1,"CLE",27,40,14.8,0.5,0.1,0.4,0.3,0.1,10.5,89.5,85.7,21.4
"46",46,"Alize_Johnson","2019","IND",14,9,5,4.6,2010.3,0.38,0.2,0.18,4.41,4.57,4.26,467,838464,1416852,0,"IND",24,13,4.1,0.2,0.1,0.1,0.1,0.1,33.3,66.7,100,50
"48",48,"Allen_Crabbe","2017","POR",79,39,40,28.5,10897,2.06,1.14,0.92,4.35,4.76,3.94,31,18500000,18500000,0,"BKN",26,75,29.3,0.5,0,0.5,0.4,0.1,0,100,96.6,31
"49",49,"Allen_Crabbe","2018","BKN",73,24,49,29.2,11028.5,2.09,1.13,0.96,4.3,4.57,4.02,44,19332500,18500000,0,"BKN",27,43,26.4,0.8,0,0.8,0.4,0.2,2.9,97.1,95,35
"50",50,"Allen_Crabbe","2019","BKN",43,19,24,26.4,10576,2,1.1,0.9,4.24,4.6,3.88,57,18500000,18500000,0,"MIN",28,37,17.6,0.2,0,0.2,0.1,0,0,100,100,20
"55",55,"Amir_Johnson","2017","BOS",80,51,29,20.1,7090.8,1.34,0.69,0.66,4.02,4.2,3.84,88,1.2e+07,0,1,"PHI",31,74,15.8,5.5,1.1,4.3,3,1,20.8,79.2,87.8,29.4
"56",56,"Amir_Johnson","2018","PHI",74,47,27,15.8,5818.1,1.1,0.56,0.54,4.19,4.42,3.98,108,1.1e+07,0,1,"PHI",32,51,10.4,3,0.4,2.6,1.6,0.5,12.3,87.7,85.1,27.7
"60",60,"Andre_Drummond","2017","DET",81,36,45,29.8,10624.3,2.01,1.02,0.99,4.07,4.15,3.99,19,22116750,23775506,0,"DET",24,78,33.7,9.2,4,5.1,5,3.3,43.8,56.1,85.3,56.8
"61",61,"Andre_Drummond","2018","DET",78,37,41,33.6,11952.5,2.26,1.15,1.12,4.06,4.12,4.01,23,23775506,25434263,0,"DET",25,79,33.5,5.9,2.6,3.3,3.5,2.4,43.6,56,86.5,60.4
"62",62,"Andre_Drummond","2019","DET",79,40,39,33.5,12292.3,2.33,1.23,1.1,3.94,3.99,3.88,25,25434263,27093019,0,"CLE",26,57,33,2.6,1.1,1.5,1.9,1.6,43,57,94.8,80.2
"64",64,"Andre_Iguodala","2017","GSW",76,64,12,26.3,9741.5,1.84,0.96,0.89,4.21,4.63,3.84,95,11131368,0,1,"GSW",34,64,25.4,2.6,0.2,2.4,1.5,0.3,8.3,91.7,88.1,18.3
"65",65,"Andre_Iguodala","2018","GSW",64,46,18,25.4,9484.8,1.8,0.94,0.86,4.27,4.64,3.92,74,14814815,1.6e+07,0,"GSW",35,68,23.2,2.9,0.1,2.8,1.5,0.4,4.6,95.4,88.1,21.2
"66",66,"Andre_Iguodala","2019","GSW",68,47,21,23.2,8986.4,1.7,0.88,0.82,4.1,4.46,3.77,71,1.6e+07,17185185,0,"MIA",36,14,18.5,1.5,0,1.5,0.9,0.4,0,100,92.3,46.2
"68",68,"Andre_Roberson","2017","OKC",79,46,33,30.1,11786.1,2.23,1.12,1.11,4.46,4.73,4.22,300,2183072,0,1,"OKC",26,39,26.6,2.7,1.1,1.7,1.7,0.5,38.3,61.7,84,23.5
"70",70,"Andrew_Bogut","2017","CLE",27,8,19,21.6,7271.3,1.38,0.75,0.62,3.84,3.92,3.75,97,11027027,0,1,"LAL",33,24,9,3.2,0.6,2.5,1.7,0.8,19.7,80.3,88.9,42.2
"71",71,"Andrew_Harrison","2017","MEM",72,38,34,20.5,7116.4,1.35,0.74,0.61,3.95,4.14,3.75,429,945000,987525,0,"MEM",23,56,23.7,0.6,0,0.6,0.4,0.1,5.9,94.1,88,16
"72",72,"Andrew_Harrison","2018","MEM",56,17,39,23.7,8787.9,1.66,0.91,0.76,4.24,4.45,4.01,403,1312611,1544951,0,"NOP",24,17,10.9,0.1,0,0.1,0.1,0,0,100,100,0
"75",75,"Andrew_Wiggins","2017","MIN",82,31,51,37.2,13024.1,2.47,1.34,1.13,3.98,4.23,3.73,164,6006600,7574322,0,"MIN",23,82,36.3,1.7,0.2,1.5,1,0.3,13.6,86.4,88.3,23.4
"76",76,"Andrew_Wiggins","2018","MIN",82,47,35,36.3,12807.1,2.43,1.28,1.14,4.01,4.09,3.92,146,7574322,0,1,"MIN",24,73,34.8,1,0.1,0.9,0.6,0.2,14.5,85.5,87,25.9
"77",77,"Andrew_Wiggins","2019","MIN",73,31,42,34.8,13269.2,2.51,1.35,1.17,4.04,4.29,3.78,21,25467250,27270000,0,"GSW",25,54,34.4,0.7,0.1,0.6,0.5,0.2,17.5,82.5,85.3,32.4
"79",79,"Anfernee_Simons","2019","POR",20,17,3,7,2896.8,0.55,0.31,0.24,4.35,4.55,4.12,351,1835520,2149560,0,"POR",20,65,21.5,0.2,0,0.2,0.1,0,0,100,90,10
"81",81,"Ante_Zizic","2018","CLE",32,21,11,6.7,2540.9,0.48,0.26,0.22,4.31,4.43,4.18,335,1645200,1952760,0,"CLE",22,59,18.3,5,1.1,3.9,2.8,1.2,22.8,77.2,86.1,37.6
"82",82,"Ante_Zizic","2019","CLE",59,13,46,18.3,6771.4,1.28,0.68,0.61,4,4.06,3.92,341,1952760,2281800,0,"CLE",23,22,10,2.3,0.5,1.9,1.5,0.9,19.6,80.4,86.8,52.6
"84",84,"Anthony_Brown","2017","ORL",11,3,8,14.5,5557.6,1.05,0.54,0.51,4.38,4.7,4.09,440,874636,0,1,"MIN",25,1,3.7,0,0,0,0,0,0,0,0,0
"85",85,"Anthony_Brown","2017","ORL",11,3,8,14.5,5557.6,1.05,0.54,0.51,4.38,4.7,4.09,450,735723,1014746,0,"MIN",25,1,3.7,0,0,0,0,0,0,0,0,0
"86",86,"Anthony_Davis","2017","NOP",75,31,44,36.1,12574.2,2.38,1.24,1.15,3.96,4.33,3.64,16,22116750,23775506,0,"NOP",25,75,36.4,5.9,1.6,4.3,3,1.6,27.5,72.5,84.4,44.1
"87",87,"Anthony_Davis","2018","NOP",75,45,30,36.4,12633.8,2.39,1.24,1.15,3.96,4.31,3.64,22,23775506,25434263,0,"NOP",26,56,33,4.5,0.9,3.6,2.7,1.6,20,80,91.6,55.1
"88",88,"Anthony_Davis","2019","NOP",56,25,31,33,12060.3,2.28,1.19,1.09,3.9,4.24,3.57,24,25434263,27093019,0,"LAL",27,55,34.3,1.8,0.4,1.4,1,0.5,21.2,78.8,90.5,41.3
"91",91,"Anthony_Tolliver","2017","SAC",65,26,39,22.7,8589,1.63,0.9,0.73,4.3,4.62,3.98,130,8e+06,8e+06,0,"DET",33,79,22.2,4.2,0.4,3.7,1.9,0.5,10.7,89,84.5,22.4
"92",92,"Anthony_Tolliver","2018","DET",79,37,42,22.2,8857.7,1.68,0.95,0.73,4.55,5.18,3.92,313,2e+06,0,1,"MIN",34,65,16.6,2.6,0.1,2.5,1.1,0.3,4.7,95.3,88.1,26.2
"93",93,"Anthony_Tolliver","2018","DET",79,37,42,22.2,8857.7,1.68,0.95,0.73,4.55,5.18,3.92,243,3290000,0,1,"MIN",34,65,16.6,2.6,0.1,2.5,1.1,0.3,4.7,95.3,88.1,26.2
"94",94,"Anthony_Tolliver","2019","MIN",65,27,38,16.6,6815.9,1.29,0.73,0.56,4.32,4.8,3.82,195,5750000,0,1,"MEM",34,47,15.6,2.3,0.1,2.2,1.1,0.3,5.5,94.5,96.2,30.8
"101",101,"Aron_Baynes","2017","DET",75,34,41,15.5,5512.6,1.04,0.53,0.51,4.05,4.13,3.96,155,6500000,6500000,0,"BOS",31,81,18.3,7,1.5,5.5,3.9,1.3,21,79,84.4,27.8
"102",102,"Aron_Baynes","2018","BOS",78,51,27,18.4,6630.8,1.26,0.65,0.61,4.11,4.22,4,214,4328000,0,1,"BOS",32,51,16.1,5.9,1.5,4.4,2.9,0.9,25.1,74.9,88.2,28.2
"103",103,"Aron_Baynes","2019","BOS",51,32,19,16.1,6046.8,1.15,0.59,0.56,4.02,4.18,3.86,210,5193600,5453280,0,"PHX",33,42,22.2,4.8,0.7,4.1,2.6,1,14.3,85.7,90.2,33.3
"105",105,"Arron_Afflalo","2017","SAC",61,23,38,25.9,9298.4,1.76,0.97,0.79,4.09,4.29,3.88,75,12500000,12500000,0,"ORL",32,53,12.9,1.4,0,1.3,0.7,0.1,2.8,97.2,78,6
"108",108,"Austin_Rivers","2017","LAC",74,43,31,27.8,10180.5,1.93,1.03,0.9,4.18,4.37,3.98,99,1.1e+07,11825000,0,"LAC",25,61,33.7,1.3,0,1.3,0.8,0,1.3,98.7,86,3.5
"109",109,"Austin_Rivers","2018","LAC",61,30,31,33.7,12692.3,2.4,1.31,1.09,4.28,4.6,3.95,102,11825000,12650000,0,"HOU",26,76,26.7,0.9,0,0.9,0.5,0.1,0,100,82,10
"110",110,"Austin_Rivers","2019","HOU",76,45,31,26.7,10165.3,1.93,1,0.92,4.05,4.22,3.89,102,12650000,0,1,"HOU",27,60,23.4,0.9,0,0.9,0.7,0.1,3.6,96.4,90.7,16.3
"112",112,"Avery_Bradley","2017","BOS",55,34,21,33.4,12604,2.39,1.23,1.16,4.3,4.47,4.14,124,8269663,8808989,0,"LAC",27,46,31.2,1,0,0.9,0.5,0,4.5,95.5,86.2,6.9
"113",113,"Avery_Bradley","2018","LAC",46,22,24,31.1,12267.7,2.32,1.22,1.11,4.5,4.69,4.31,133,8808989,0,1,"MEM",28,63,30.2,1.4,0.1,1.3,0.6,0.1,4.6,95.4,81.6,12.2
"114",114,"Avery_Bradley","2019","MEM",63,31,32,30.3,12312.4,2.33,1.2,1.13,4.32,4.42,4.23,112,1.2e+07,12960000,0,"LAL",29,49,24.2,1.1,0,1.1,0.8,0.1,3.7,96.3,88.4,11.6
"117",117,"Bam_Adebayo","2018","MIA",68,33,35,19.8,7179.4,1.36,0.71,0.65,4.12,4.17,4.06,273,2490360,2955840,0,"MIA",21,82,23.3,7.7,0.7,7.1,4,1.5,8.3,91.7,88.6,33
"118",118,"Bam_Adebayo","2019","MIA",82,39,43,23.3,9077.3,1.72,0.92,0.8,4.11,4.34,3.88,271,2955840,3454080,0,"MIA",22,65,34.4,6,0.4,5.6,3.3,1.6,6.9,93.1,89.7,42.6
"122",122,"Ben_McLemore","2017","SAC",61,27,34,19.3,7621.1,1.44,0.78,0.66,4.5,4.75,4.24,216,4008882,0,1,"MEM",25,56,19.5,1.3,0.2,1.1,0.7,0.2,13.7,86.3,83,23.4
"123",123,"Ben_McLemore","2018","MEM",56,7,49,19.5,7865.2,1.49,0.8,0.69,4.64,4.97,4.32,193,5200000,5460000,0,"SAC",26,19,8.3,0.4,0.1,0.4,0.1,0.1,12.5,87.5,100,50
"124",124,"Ben_McLemore","2019","SAC",19,7,12,8.3,3751.1,0.71,0.37,0.34,4.74,5.01,4.48,199,5460000,0,1,"HOU",27,63,22.8,0.9,0,0.9,0.6,0.1,1.8,98.2,82.2,13.3
"126",126,"Ben_Simmons","2018","PHI",80,51,29,33.8,13386.2,2.54,1.38,1.15,4.51,5.12,3.94,170,6168840,6434520,0,"PHI",22,79,34.2,1.9,0.5,1.4,0.8,0.4,25.3,74.7,86.7,40
"127",127,"Ben_Simmons","2019","PHI",78,50,28,34.1,13377.6,2.53,1.4,1.13,4.17,4.69,3.66,184,6434520,8113930,0,"PHI",23,54,35.8,0.7,0.3,0.4,0.3,0.2,42.1,57.9,85.7,57.1
"130",130,"Bismack_Biyombo","2017","ORL",81,29,52,22.1,8065.1,1.53,0.8,0.72,4.15,4.34,3.96,41,1.7e+07,1.7e+07,0,"ORL",25,82,18.2,6.6,2,4.6,3.2,1.5,30.7,69.3,79.9,38.4
"131",131,"Bismack_Biyombo","2018","ORL",82,25,57,18.2,6687.4,1.27,0.67,0.6,4.2,4.41,3.99,61,1.7e+07,1.7e+07,0,"CHA",26,54,14.5,3.9,0.7,3.1,2,0.8,19.1,80.9,89.3,37.2
"132",132,"Bismack_Biyombo","2019","CHA",54,24,30,14.5,5660.2,1.07,0.58,0.49,4.21,4.5,3.9,66,1.7e+07,1.7e+07,0,"CHA",27,53,19.4,3,0.6,2.4,1.6,0.9,19.6,80.4,85.9,49.5
"134",134,"Blake_Griffin","2017","LAC",61,40,21,34,11390.4,2.16,1.14,1.02,3.81,4,3.62,28,20140838,21373950,0,"DET",29,58,34,4.6,0.6,4,2.6,0.8,13,87,90.3,26.7
"135",135,"Blake_Griffin","2018","DET",58,28,30,34,11369.7,2.15,1.16,1,3.83,4.08,3.57,5,29512900,31873932,0,"DET",30,75,35,4.5,0.4,4,2.3,0.9,9,90.7,90.5,34.9
"136",136,"Blake_Griffin","2019","DET",75,39,36,35,12100.4,2.29,1.3,0.99,3.71,3.97,3.42,5,32088932,34234964,0,"DET",31,18,28.5,1.4,0,1.4,0.9,0.3,0,100,100,37.5
"138",138,"Boban_Marjanovic","2017","DET",35,16,19,8.4,2912.6,0.55,0.29,0.26,3.96,4.1,3.83,148,7e+06,7e+06,0,"LAC",29,39,8.7,3.4,0.8,2.6,1.8,0.8,24.6,75.4,84.5,38.1
"139",139,"Boban_Marjanovic","2018","LAC",39,18,21,8.7,3170.4,0.6,0.31,0.29,4.17,4.43,3.92,156,7e+06,7e+06,0,"PHI",30,58,11.7,3,0.6,2.5,1.5,0.7,18.9,81.1,89.8,43.9
"140",140,"Boban_Marjanovic","2019","PHI",58,31,27,11.7,4503.1,0.85,0.45,0.4,4.08,4.33,3.83,178,7e+06,0,1,"DAL",31,37,9.1,1.4,0.3,1.1,0.9,0.5,21.2,78.8,91.4,54.3
"141",141,"Bobby_Brown","2017","HOU",25,18,7,4.9,1709.9,0.32,0.17,0.15,3.96,4.22,3.69,420,980431,0,1,"HOU",33,20,5.7,0.2,0,0.2,0.1,0,0,100,100,0
"142",142,"Bobby_Portis","2017","CHI",64,30,34,15.6,6077.5,1.15,0.62,0.53,4.43,4.74,4.12,349,1453680,1516320,0,"CHI",23,73,22.5,6.3,1.5,4.8,3.4,1.4,23.9,76.1,86.2,34.1
"143",143,"Bobby_Portis","2018","CHI",73,25,48,22.5,8656,1.64,0.85,0.79,4.39,4.82,4,355,1516320,2494346,0,"WAS",24,50,26,6.4,1.1,5.3,3.2,1.5,16.6,83.1,85.2,39.2
"144",144,"Bobby_Portis","2019","WAS",49,14,35,26,9960.6,1.89,0.99,0.9,4.08,4.4,3.79,294,2494346,0,1,"NYK",25,66,21.1,4.1,0.6,3.5,2.1,0.9,14.4,85.6,88.9,38.6
"146",146,"Bogdan_Bogdanovic","2018","SAC",78,26,52,27.9,10793,2.04,1.12,0.92,4.42,4.79,4.05,128,9470614,9e+06,0,"SAC",26,70,27.8,1.6,0.1,1.5,0.8,0.1,5.5,94.5,89.1,14.1
"147",147,"Bogdan_Bogdanovic","2019","SAC",70,32,38,27.8,11317.6,2.14,1.17,0.98,4.31,4.84,3.81,142,9e+06,8529386,0,"SAC",27,53,28.5,1.3,0.1,1.2,0.8,0.2,4.5,95.5,90,18
"148",148,"Bojan_Bogdanovic","2017","WAS",80,23,57,25.8,9794.5,1.86,0.99,0.86,4.33,4.72,3.96,234,3573020,0,1,"IND",29,80,30.8,1.4,0.1,1.3,0.7,0.1,8.8,91.2,83.6,10.4
"149",149,"Bojan_Bogdanovic","2018","IND",80,47,33,30.8,11496.7,2.18,1.13,1.05,4.26,4.5,4.03,117,10500000,10500000,0,"IND",30,81,31.8,1.4,0.1,1.2,0.6,0,11,89,82.8,5.2
"150",150,"Bojan_Bogdanovic","2019","IND",81,47,34,31.8,12345.1,2.34,1.25,1.09,4.13,4.38,3.87,129,10500000,0,1,"UTA",31,63,33.1,1.5,0.1,1.5,0.6,0.1,3.1,96.9,90,22.5
"152",152,"Brad_Wanamaker","2019","BOS",36,27,9,9.5,3845.7,0.73,0.38,0.35,4.27,4.58,3.97,470,838464,0,1,"BOS",30,63,19.3,0.4,0,0.4,0.3,0.1,0,100,100,18.8
"154",154,"Bradley_Beal","2017","WAS",77,48,29,34.9,12840.6,2.43,1.28,1.15,4.19,4.54,3.86,15,22116750,23775506,0,"WAS",25,82,36.3,0.8,0.1,0.8,0.6,0.2,6.1,93.9,92.5,24.5
"155",155,"Bradley_Beal","2018","WAS",82,43,39,36.3,13262.6,2.51,1.34,1.17,4.17,4.43,3.91,21,23775506,25434263,0,"WAS",26,82,36.9,1,0.1,0.9,0.5,0.1,8.4,91.6,84.6,23.1
"156",156,"Bradley_Beal","2019","WAS",81,31,50,36.9,14516.8,2.75,1.46,1.29,4.19,4.53,3.85,23,25434263,27093019,0,"WAS",26,57,36,0.5,0,0.5,0.4,0.1,3.3,96.7,96,24
"158",158,"Brandan_Wright","2017","MEM",28,14,14,16,5524.6,1.05,0.56,0.49,3.96,4,3.9,176,5700000,6e+06,0,"MEM",30,28,13.6,4.1,0.6,3.5,2,0.7,14.7,85.3,79.7,29
"163",163,"Brandon_Ingram","2017","LAL",79,26,53,28.9,11045.2,2.09,1.13,0.96,4.36,4.73,3.99,188,5281680,5519400,0,"LAL",20,59,33.5,1.1,0.1,1,0.6,0.1,8.1,91.9,86.4,18.2
"164",164,"Brandon_Ingram","2018","LAL",59,27,32,33.5,12976.8,2.46,1.32,1.13,4.41,4.91,3.95,186,5519400,5757120,0,"LAL",21,52,33.9,0.6,0,0.5,0.4,0.1,3.4,96.6,90.5,19
"165",165,"Brandon_Ingram","2019","LAL",52,25,27,33.9,13732.2,2.6,1.39,1.21,4.31,4.73,3.91,194,5757120,7265485,0,"NOP",22,56,34.3,0.6,0,0.6,0.4,0.2,0,100,92.3,38.5
"167",167,"Brandon_Jennings","2017","WAS",81,37,44,22.2,8626.2,1.63,0.89,0.75,4.42,4.81,4.04,194,5e+06,0,1,"MIL",28,14,14.7,0.2,0,0.2,0.1,0,0,100,100,0
"169",169,"Brandon_Knight","2019","CLE",39,17,22,18.9,7153.9,1.35,0.74,0.62,4.23,4.48,3.98,84,14631250,15643750,0,"DET",28,25,18.5,0.6,0,0.6,0.4,0,0,100,81.8,9.1
"174",174,"Briante_Weber","2017","CHA",20,12,8,10.3,4204.6,0.8,0.43,0.36,4.66,4.8,4.51,490,328000,0,1,"MEM",25,18,13.1,0.4,0,0.4,0.2,0,0,100,100,0
"175",175,"Brice_Johnson","2017","LAC",3,1,2,3.1,1028.7,0.19,0.11,0.08,3.9,4.03,3.78,374,1273920,1331160,0,"LAC",24,18,5.4,0.6,0,0.6,0.3,0.2,0,100,71.4,57.1
"177",177,"Brook_Lopez","2017","BKN",75,20,55,29.6,10535.7,2,1.06,0.94,4.05,4.35,3.76,25,21165675,22642350,0,"LAL",30,74,23.4,6.7,0.5,6.3,3.5,0.9,6.6,93.4,86.8,23
"178",178,"Brook_Lopez","2018","LAL",74,34,40,23.4,8328.1,1.58,0.8,0.77,4.13,4.35,3.92,31,22642350,0,1,"MIL",31,81,28.7,7.2,0.1,7.1,3.9,0.9,1.9,98.1,90.8,20.1
"179",179,"Brook_Lopez","2019","MIL",81,60,21,28.7,10537.2,2,1.07,0.93,3.93,4.33,3.55,253,3382000,0,1,"MIL",32,61,26.6,4.3,0.2,4.1,2.8,0.7,3.8,96.2,91.3,23.4
"181",181,"Bruce_Brown","2019","DET",74,35,39,19.6,8082.4,1.53,0.82,0.71,4.46,4.6,4.31,462,838464,1416852,0,"DET",23,58,28.2,0.7,0,0.7,0.5,0.1,0,100,92.9,28.6
"183",183,"Bruno_Caboclo","2017","TOR",8,7,1,4.8,1914.9,0.36,0.2,0.16,4.56,4.89,4.21,328,1589640,2451225,0,"SAC",22,12,8.9,2.1,0.1,2,0.8,0,4,96,90,0
"184",184,"Bruno_Caboclo","2018","SAC",12,4,8,8.9,3564,0.68,0.36,0.31,4.58,4.85,4.31,274,2451225,0,1,"MEM",23,34,23.5,3.8,0.5,3.3,1.6,0.5,12.4,87.6,93.1,27.6
"187",187,"Bryn_Forbes","2017","SAS",35,24,11,8,3035.7,0.57,0.32,0.25,4.32,4.72,3.9,462,543471,905249,0,"SAS",24,80,19,1,0,1,0.6,0.1,1.2,98.8,82.1,10.7
"188",188,"Bryn_Forbes","2018","SAS",80,46,34,19,7371.2,1.4,0.76,0.64,4.43,4.74,4.11,418,1312611,0,1,"SAS",25,82,28,1.3,0,1.3,0.9,0.1,0,100,93.6,10.3
"189",189,"Bryn_Forbes","2019","SAS",82,48,34,28,11208.7,2.12,1.18,0.94,4.3,4.71,3.87,265,3125000,2875000,0,"SAS",26,63,25.1,0.8,0,0.8,0.5,0,0,100,88.9,2.8
"191",191,"Buddy_Hield","2017","SAC",82,31,51,23,9436.1,1.79,0.96,0.83,4.66,5.12,4.23,237,3517200,3675480,0,"SAC",25,80,25.3,1,0.1,0.8,0.6,0.3,13,87,92.2,39.2
