Player,Season,Team,GP,W,L,MIN,PTS,TOUCHES,Front CT Touches,Time of Poss,Avg Sec Per Touch,Avg Drib Per Touch,PTS Per Touch,Elbow Touches,Post Ups,Paint Touches,PTS Per Elbow Touch,PTS Per Post Touch,PTS Per Paint Touch
Marcus Morris Sr.,2018,BOS,75,44,31,27.9,13.9,43.9,25.4,1.5,2.01,1.02,0.318,1.1,1.5,1.9,0.568,0.741,0.904
Marcus Derrickson,2018,GSW,11,9,2,6.1,4.2,8.1,6,0.3,1.92,0.81,0.517,0.5,0.9,0.9,0.333,0.5,0.9
Marco Belinelli,2018,SAS,79,46,33,23,10.5,32,22.7,1.3,2.42,1.65,0.328,0.8,0.1,0.7,0.639,0,1.069
Marcin Gortat,2018,LAC,47,25,22,16,5,34.9,20,0.9,1.49,0.38,0.142,3,1.2,4.6,0.444,0.327,0.808
Marc Gasol,2018,TOR,79,39,40,30.8,13.6,74,49.2,2,1.66,0.45,0.183,7.8,6.5,5.7,0.271,0.436,0.556
MarShon Brooks,2018,MEM,29,15,14,13.3,6.6,21.7,13.6,1.4,3.87,2.97,0.302,0.4,0,0.8,1.273,0,1.364
Malik Monk,2018,CHA,73,34,39,17.2,8.9,23,16.1,1.1,2.88,2.56,0.389,0.2,0,0.4,0,0,1.125
Malik Beasley,2018,DEN,81,53,28,23.2,11.3,24.9,19.4,0.8,2.01,1.23,0.455,0.3,0,0.6,0.926,0,0.979
Malcolm Miller,2018,TOR,10,9,1,6.7,3.5,8.5,5.5,0.2,1.64,0.62,0.412,0,0,0.2,0,0,0.5
Malcolm Brogdon,2018,MIL,64,49,15,28.6,15.6,52.3,25.6,3.3,3.74,3.35,0.299,0.5,0.2,1.5,0.828,0,0.968
Malachi Richardson,2018,TOR,22,16,6,4.7,1.4,5.7,4.2,0.2,1.91,1.03,0.238,0,0,0,0,0,0
Luol Deng,2018,MIN,22,11,11,17.8,7.1,23,13.3,0.8,1.96,0.91,0.311,0.4,1.2,1.6,1,0.731,1.139
Luke Kornet,2018,NYK,45,9,36,16.7,6.8,30.2,19.2,0.7,1.43,0.45,0.225,0.7,0.9,1.5,0.531,0.385,0.97
Luke Kennard,2018,DET,63,30,33,22.8,9.7,31.8,24.9,1.4,2.7,1.73,0.306,0.3,0,0.4,0.611,0,1.148
Luka Doncic,2018,DAL,72,28,44,32.2,21.2,83.8,36.2,6.5,4.65,4.02,0.253,1.7,1.7,1.9,0.277,0.647,0.644
Luc Mbah a Moute,2018,LAC,4,2,2,15.2,5,15.8,10.5,0.4,1.68,0.94,0.317,1,0,0.8,0.5,0,1.333
Lou Williams,2018,LAC,75,47,28,26.6,20,58.1,26.7,4.5,4.64,3.9,0.344,0.4,0,0.5,0.5,0,0.415
Lorenzo Brown,2018,TOR,26,20,6,8.2,2.1,15.6,7.5,1,4,3.4,0.135,0,0,0.3,0,0,1
Lonzo Ball,2018,LAL,47,25,22,30.3,9.9,64.5,27.4,3.4,3.14,2.45,0.153,0.9,0.5,2.2,0.333,0.318,0.673
Lonnie Walker IV,2018,SAS,17,12,5,6.9,2.6,12.1,5.5,1,4.91,3.88,0.218,0,0,0.3,0,0,0.4
LeBron James,2018,LAL,55,28,27,35.2,27.4,85,37.4,6.4,4.52,3.32,0.322,2.6,2.8,2.8,0.518,0.455,1.071
Lauri Markkanen,2018,CHI,51,16,35,32.4,19,66.2,34.7,2.2,2.02,1.05,0.287,1.2,2.5,2.9,0.937,0.415,0.973
Larry Nance Jr.,2018,CLE,67,16,51,26.8,9.4,48.4,27.4,1.9,2.37,1.2,0.193,5.9,2.1,6.3,0.188,0.268,0.717
Langston Galloway,2018,DET,80,41,39,21.8,8.4,23.9,19.3,0.7,1.82,1.2,0.351,0.2,0,0.5,0.611,0,0.256
Landry Shamet,2018,LAC,78,51,27,22.9,9.1,25.3,19.6,0.8,1.97,1.45,0.362,0.2,0,0.5,0.211,0,0.658
Lance Thomas,2018,NYK,46,7,39,17,4.5,23.5,12.2,0.6,1.6,0.54,0.19,0.5,0.6,1,0.174,0.379,0.659
Lance Stephenson,2018,LAL,68,33,35,16.5,7.2,28.1,13.6,1.8,3.9,3.34,0.257,0.3,0.1,0.7,0.435,1.25,0.809
LaMarcus Aldridge,2018,SAS,81,48,33,33.2,21.3,56.2,39.5,1.9,2.02,0.81,0.379,3.6,12.4,8.7,0.534,0.657,0.984
Kyrie Irving,2018,BOS,67,37,30,33,23.8,76.8,31.1,5.5,4.27,3.91,0.31,1.3,0.7,2,0.464,0.72,0.71
Kyle O'Quinn,2018,IND,45,27,18,8.2,3.5,18.3,10.1,0.5,1.58,0.33,0.189,1.3,0.5,1.6,0.576,0.429,0.757
Kyle Lowry,2018,TOR,65,47,18,34.1,14.2,80.6,33.8,5.1,3.82,3.2,0.177,0.6,0.1,1.4,0.2,0.444,0.477
Kyle Kuzma,2018,LAL,70,33,37,33.1,18.7,50.2,29.6,2.1,2.46,1.68,0.372,1.7,2.1,2.5,0.762,0.476,0.933
Kyle Korver,2018,UTA,69,39,30,19.1,8.7,22,16.8,0.6,1.55,0.88,0.393,0.3,0,0.2,0.611,0,0.615
Kyle Anderson,2018,MEM,43,19,24,29.8,8,44.6,30.2,2,2.71,1.48,0.18,1.6,0.3,3,0.5,0.769,0.931
Kris Dunn,2018,CHI,45,14,31,30.3,11.4,69.6,23.5,5.8,4.97,4.55,0.164,0.4,0.5,0.5,0.368,0.739,0.792
Kostas Antetokounmpo,2018,DAL,2,1,1,5.3,1,8,6,0.3,2.61,1.63,0.125,0.5,2.5,1,0,0.4,0.5
Kosta Koufos,2018,SAC,42,21,21,11.9,3.7,20.6,11.3,0.6,1.65,0.38,0.181,2.2,1.2,3.7,0.385,0.42,0.605
Kobi Simmons,2018,CLE,1,0,1,1.8,0,2,1,0.2,6.2,4,0,0,0,0,0,0,0
Klay Thompson,2018,GSW,78,55,23,34,21.5,46.3,35.5,1.6,2.04,1.32,0.465,1.5,1.3,1.9,0.924,0.709,1.097
Khyri Thomas,2018,DET,26,13,13,7.5,2.3,9.4,6.6,0.4,2.67,2.25,0.25,0,0,0.2,0,0,0.5
Khris Middleton,2018,MIL,77,56,21,31.1,18.3,55.7,27,3.3,3.6,2.91,0.328,0.7,2,1.1,0.577,0.684,0.701
Khem Birch,2018,ORL,50,26,24,12.9,4.8,18.4,10.1,0.4,1.42,0.53,0.261,1.6,0.4,3.8,0.593,0.55,0.849
Kevon Looney,2018,GSW,80,56,24,18.5,6.3,28.1,18,0.7,1.4,0.45,0.222,1.5,1,4.9,0.537,0.152,0.852
Kevin Love,2018,CLE,22,7,15,27.2,17,55.4,33.3,1.7,1.9,0.66,0.307,1.4,5.6,3.6,0.323,0.419,0.747
Kevin Knox II,2018,NYK,74,15,59,28.7,12.9,41.7,27.1,1.5,2.23,1.18,0.311,0.4,0.3,1.1,0.594,0.286,0.75
Kevin Huerter,2018,ATL,75,27,48,27.3,9.7,30.5,23.3,1.3,2.59,2.08,0.318,0.4,0,1.1,0.933,0.667,0.904
Kevin Durant,2018,GSW,78,54,24,34.6,26,69.5,39.9,4.2,3.6,2.61,0.374,2,6.3,1.6,0.686,0.49,1.089
Kentavious Caldwell-Pope,2018,LAL,82,37,45,24.8,11.4,35,19.1,1.2,2,1.27,0.327,0.9,0,1,0.7,0,0.864
Kent Bazemore,2018,ATL,67,24,43,24.5,11.6,36.8,24.5,1.5,2.49,1.98,0.316,0.4,0,0.7,0.741,0,0.96
Kenrich Williams,2018,NOP,46,17,29,23.5,6.1,32.9,18.7,1,1.81,1.2,0.184,0.5,0.1,2.1,0.381,0,0.505
Kenneth Faried,2018,HOU,37,21,16,19.7,10.4,32.7,16.5,0.9,1.62,0.54,0.317,2.7,0.4,5.9,0.82,0.923,1.078
Kemba Walker,2018,CHA,82,39,43,34.9,25.6,84.5,31.4,7.5,5.35,5.04,0.303,0.4,0,0.6,0.467,0,0.5
Kelly Oubre Jr.,2018,PHX,69,21,48,28,15.2,38.9,25.2,1.5,2.24,1.46,0.39,0.6,0.1,1.9,0.864,0.75,1.023
Kelly Olynyk,2018,MIA,79,39,40,22.9,10,46.4,26.2,1.3,1.67,0.59,0.215,1.2,1.2,2.1,0.5,0.574,0.793
Keita Bates-Diop,2018,MIN,30,10,20,16.8,5,16.5,11.3,0.5,1.98,0.99,0.306,0.3,0.1,1.4,0.5,0,1.122
Kawhi Leonard,2018,TOR,60,41,19,34,26.6,57.2,38.1,4,4.24,3.64,0.465,1.1,4,2.6,0.857,0.594,0.928
Karl-Anthony Towns,2018,MIN,77,34,43,33,24.4,73.3,44.8,2.4,1.99,0.66,0.333,3.6,12.9,6.5,0.568,0.543,0.964
Kalin Lucas,2018,DET,1,0,1,5.6,2,13,3,1.2,5.6,5.85,0.154,0,0,0,0,0,0
Kadeem Allen,2018,NYK,19,3,16,21.9,9.9,48.5,17.9,3.8,4.65,4.47,0.205,0.3,0,0.4,0,0,1.143
Jusuf Nurkic,2018,POR,72,45,27,27.4,15.6,59.5,34.2,1.7,1.71,0.51,0.263,4.8,4.4,7.5,0.616,0.525,0.937
Justise Winslow,2018,MIA,66,30,36,29.7,12.6,69.2,26.8,4.4,3.8,3.18,0.182,0.5,0.3,1.7,0.438,0.235,0.818
Justin Patton,2018,PHI,3,2,1,6.9,1.7,14.7,7.3,0.3,1.07,0.23,0.114,1.3,0,2,0.5,0,0.667
Justin Jackson,2018,DAL,81,36,45,19.9,7.2,25.1,16.5,0.7,1.7,0.74,0.286,0.5,0.2,1,0.5,0.25,1.19
Justin Holiday,2018,MEM,81,25,56,31.7,10.4,36.6,26.7,1.2,2.02,1.22,0.283,0.7,0,1.2,0.611,0,0.673
Justin Anderson,2018,ATL,48,17,31,9.7,3.7,11.7,7.3,0.4,1.89,1.1,0.318,0.3,0,0.8,0.5,0,1
Julius Randle,2018,NOP,73,31,42,30.6,21.4,59.5,36.1,2.9,2.88,1.8,0.361,3.7,5.2,5.5,0.731,0.529,1.002
Julian Washburn,2018,MEM,18,7,11,14.1,2.2,16.1,9.3,0.6,2.2,1.3,0.138,0.2,0,0.6,1.333,0,0.636
Juancho Hernangomez,2018,DEN,70,44,26,19.4,5.8,22.8,14.3,0.7,1.72,0.59,0.255,0.2,0.3,1.6,0.688,0.6,0.982
Jrue Holiday,2018,NOP,67,30,37,35.8,21.2,86.3,41.7,5.4,3.76,3.33,0.246,1.1,0.5,2,0.662,0.722,0.8
Josh Richardson,2018,MIA,73,35,38,34.8,16.6,67.5,36.3,4.2,3.77,3.11,0.245,0.7,0.2,1.3,0.5,0.714,0.688
Josh Okogie,2018,MIN,74,32,42,23.7,7.7,23.5,17.6,0.8,2.08,1.32,0.328,0.4,0,1.2,0.935,0,0.874
Josh Jackson,2018,PHX,79,19,60,25.2,11.5,40.3,25.3,1.7,2.51,1.74,0.286,0.5,0.2,1.4,0.757,0.471,0.842
Josh Hart,2018,LAL,67,31,36,25.6,7.8,30.6,17.2,1,2.02,1.23,0.256,0.7,0,0.8,0.478,2,0.642
Jose Calderon,2018,DET,49,22,27,12.9,2.3,31.2,12.7,2.5,4.73,4.72,0.074,0.1,0,0.2,0,0,0.2
Jordan Sibert,2018,ATL,1,1,0,4.2,3,2,2,0,1.06,0.5,1.5,0,0,0,0,0,0
Jordan McRae,2018,WAS,27,9,18,12.3,5.9,18.1,10.7,1.1,3.56,2.97,0.327,0.1,0,0.1,0.333,0,1.75
Jordan Loyd,2018,TOR,12,11,1,4.6,2.4,9.4,4.4,0.7,4.5,3.5,0.257,0,0,0.2,0,0,0
Jordan Clarkson,2018,CLE,81,18,63,27.3,16.8,45.5,29.7,2.7,3.59,2.79,0.37,0.8,0.4,1.4,0.651,0.467,0.827
Jordan Bell,2018,GSW,68,46,22,11.6,3.3,22.4,13,0.6,1.67,0.47,0.146,2,0.9,2,0.149,0.082,0.577
Jonathon Simmons,2018,PHI,54,23,31,18.9,6.5,25.9,17.8,1.5,3.43,2.65,0.25,0.3,0.3,0.9,0.467,0.611,0.604
Jonathan Isaac,2018,ORL,73,35,38,26.5,9.7,45.9,22.3,1.1,1.48,0.48,0.212,1.3,0.4,2.6,0.426,0.517,0.901
Jonas Valanciunas,2018,MEM,49,31,18,22.3,15.6,51,29.4,1.7,2,0.59,0.305,4,4.8,7,0.802,0.702,1.062
Jonas Jerebko,2018,GSW,73,52,21,16.7,6.3,29.6,17.7,0.7,1.47,0.4,0.213,1.4,0.5,1.8,0.56,0.263,0.793
Jonah Bolden,2018,PHI,43,24,19,14.6,4.7,26.3,13,0.6,1.31,0.35,0.18,0.9,0.1,1.8,0.5,0.5,0.766
Jon Leuer,2018,DET,41,16,25,9.8,3.8,14.4,7.7,0.4,1.67,0.47,0.264,0.9,0.7,2.1,0.447,0.63,1.034
Johnathan Williams,2018,LAL,24,10,14,15.5,6.5,18.3,11.5,0.5,1.6,0.6,0.358,1.8,0.4,5.1,0.818,0.2,0.854
Johnathan Motley,2018,LAC,22,12,10,7.1,4.6,15.4,8.3,0.5,1.94,0.87,0.302,0.8,1,2.5,0.824,0.5,0.982
John Wall,2018,WAS,32,11,21,34.5,20.7,82.9,25.7,7.8,5.68,5.12,0.25,0.1,0.4,0.4,1.25,0,0.538
John Jenkins,2018,NYK,26,8,18,12.8,4.7,14.7,11.9,0.6,2.26,1.63,0.318,0.3,0,0.1,0.857,0,1.333
John Holland,2018,CLE,1,0,1,0.7,0,2,1,0.1,1.72,0.5,0,0,0,0,0,0,0
John Henson,2018,CLE,14,10,4,13.5,5.6,21.4,14.3,0.5,1.3,0.38,0.263,0.6,0.4,2.9,0.444,0.4,0.875
John Collins,2018,ATL,61,24,37,30,19.5,66,37,1.7,1.52,0.48,0.295,2.9,2.5,10.3,0.661,0.7,1.076
Joel Embiid,2018,PHI,63,43,20,33.7,27.5,87,55,3,2.05,0.88,0.316,5.7,10.2,7.4,0.398,0.683,1.047
Joe Ingles,2018,UTA,81,50,31,31.3,12.2,55.6,37.1,3,3.27,2.43,0.219,1.3,0.1,0.5,0.124,0.182,0.488
Joe Harris,2018,BKN,76,41,35,30.2,13.7,45.9,35.9,1.4,1.83,0.96,0.298,0.8,0,1.3,0.667,0,0.737
Joe Chealey,2018,CHA,1,0,1,7.8,2,13,3,1.2,5.7,5.62,0.154,0,0,0,0,0,0
Jodie Meeks,2018,TOR,8,7,1,13,6.4,14.5,11.5,0.4,1.5,1.04,0.44,0.8,0,0.5,0.667,0,0.5
Joakim Noah,2018,MEM,42,14,28,16.5,7.1,39.7,22.5,1.3,1.91,0.74,0.179,3.7,1.6,5.4,0.426,0.203,0.704
Jimmy Butler,2018,PHI,64,38,26,33.5,18.7,53.5,38.1,3.2,3.6,2.51,0.35,1.5,1.7,3.8,0.771,0.472,0.917
Jimmer Fredette,2018,PHX,6,1,5,10.8,3.7,16.7,9.5,1.1,4.07,3.25,0.22,0.2,0.2,0.3,0,0,0
Jevon Carter,2018,MEM,39,9,30,14.8,4.4,29.5,13.6,2,4.15,3.7,0.149,0.2,0,0.2,0,0,0
Jerryd Bayless,2018,MIN,34,15,19,19.3,6.1,44.1,15.8,3.9,5.33,4.74,0.139,0.3,0,0.2,0.444,3,0.667
Jerome Robinson,2018,LAC,33,18,15,9.7,3.4,12.1,7.5,0.5,2.4,1.83,0.28,0.1,0,0.2,1.5,0,0.8
Jerian Grant,2018,ORL,58,26,32,15.7,4.2,31.4,9.6,2.9,5.63,5.73,0.134,0.2,0,0.2,0.5,0,0
Jeremy Lin,2018,TOR,74,31,43,19.4,9.6,43.5,17,3.3,4.55,4.3,0.22,0.3,0.1,0.4,0.632,0,0.31
Jeremy Lamb,2018,CHA,79,38,41,28.5,15.3,42.2,26.7,2.1,3.06,2.34,0.363,0.5,0.1,1.4,0.833,0.857,0.815
Jerami Grant,2018,OKC,79,47,32,32.6,13.7,50.5,21.1,1.1,1.32,0.45,0.271,2.1,1.4,3.8,0.679,0.676,0.941
Jemerrio Jones,2018,LAL,6,3,3,23.9,4.5,35.2,14.8,1.2,2.01,1.39,0.128,0.5,0,3.5,1.333,0,0.667
Jeff Teague,2018,MIN,42,23,19,30.1,12.1,69.8,22.2,6.3,5.43,5.34,0.174,0.4,0.1,0.3,0.133,0.667,0.643
Jeff Green,2018,WAS,76,28,48,27.3,12.4,39.2,23.3,1.2,1.81,0.71,0.316,1.1,1.2,2.1,0.563,0.567,1.044
Jayson Tatum,2018,BOS,79,48,31,31.1,15.7,45.3,28.5,2,2.7,1.83,0.347,1.1,1.5,2.2,0.81,0.718,0.819
Jaylen Morris,2018,MIL,4,4,0,7.1,2.5,8,4.8,0.3,2.15,1.69,0.313,0.5,0,0.3,1,0,0
Jaylen Brown,2018,BOS,74,41,33,25.9,13,31.8,21,1.2,2.34,1.69,0.41,0.6,1.2,2.2,0.745,0.707,0.812
Jaylen Adams,2018,ATL,34,13,21,12.6,3.2,27.7,8.2,2.2,4.7,4.73,0.115,0.2,0,0.2,0,0,0
Jawun Evans,2018,OKC,8,4,4,8,0.8,17.1,6.4,1.3,4.53,4.12,0.044,0.3,0,0.3,0,0,0
Jason Smith,2018,NOP,20,10,10,9.5,3.3,18.6,9.1,0.4,1.24,0.25,0.175,0.9,0.2,1.5,0.278,1.333,0.552
Jarrett Allen,2018,BKN,80,42,38,26.2,10.9,42.6,26.8,0.9,1.25,0.28,0.256,4.1,0.3,8.1,0.544,0.3,0.94
Jarred Vanderbilt,2018,DEN,17,10,7,4.1,1.4,6.1,3.1,0.2,1.7,0.82,0.233,0.5,0.1,1.2,0.5,0,0.81
Jaron Blossomgame,2018,CLE,27,4,23,16.3,4.2,24.7,10.2,0.6,1.46,0.37,0.171,0.7,0.1,2,0.444,0,1.057
Jaren Jackson Jr.,2018,MEM,58,23,35,26.1,13.8,40.3,25.3,1.3,1.89,0.62,0.341,3.2,4.6,6.7,0.568,0.674,0.92
Jarell Martin,2018,ORL,41,19,22,7.9,2.8,14.3,6,0.4,1.77,0.59,0.196,0.3,0.2,0.6,0.154,0.714,0.609
Jared Terrell,2018,MIN,14,4,10,7.9,2.2,15.7,5.9,1.3,4.89,4.48,0.141,0.1,0,0,0,0,0
Jared Dudley,2018,BKN,59,28,31,20.7,4.9,36.5,19.1,0.9,1.47,0.54,0.133,0.4,0.2,0.8,0.25,0.1,0.596
James Nunnally,2018,HOU,15,8,7,6.8,2.4,6.9,5.3,0.2,1.77,1.04,0.346,0,0,0.1,0,0,0
James Johnson,2018,MIA,55,27,28,21.2,7.8,38.3,18.8,1.8,2.9,2.23,0.203,1,0.5,1.3,0.396,0.37,0.812
James Harden,2018,HOU,78,51,27,36.8,36.1,87.2,27.7,9.3,6.37,5.92,0.414,0.4,1.1,0.9,0.313,0.687,0.634
James Ennis III,2018,PHI,58,35,23,21.2,6.7,19.1,12.6,0.5,1.67,0.81,0.351,0.5,0,1.7,0.8,0,0.866
Jamal Murray,2018,DEN,75,49,26,32.6,18.2,76.9,34.6,5.6,4.37,3.93,0.237,1,0.3,1.9,0.68,0.3,0.69
Jamal Crawford,2018,PHX,64,13,51,18.9,7.9,37.8,15.4,3,4.82,4.55,0.21,0.1,0,0.1,1.2,2,0
Jalen Jones,2018,CLE,16,3,13,13.4,5.1,16.7,8.6,0.6,2.08,1.17,0.303,0.1,0.1,0.9,1,0,1.533
Jalen Brunson,2018,DAL,73,27,46,21.8,9.3,45.8,21.1,3.1,4.1,3.59,0.203,1.1,0.2,0.7,0.175,0.625,0.49
Jakob Poeltl,2018,SAS,77,43,34,16.5,5.5,25.4,14.1,0.6,1.43,0.29,0.216,2.4,1.1,5.1,0.478,0.286,0.784
Jake Layman,2018,POR,71,46,25,18.7,7.6,21.8,14.7,0.6,1.77,0.91,0.35,0.6,0.3,2,0.5,0.913,1.083
Jahlil Okafor,2018,NOP,59,23,36,15.8,8.2,27.6,15,1,2.16,1.08,0.298,2.2,3.3,4.2,0.644,0.547,0.915
Jae Crowder,2018,UTA,79,48,31,27.1,11.9,51.5,25.9,1.4,1.65,0.86,0.231,0.4,0.2,1.3,0.457,0.471,0.821
Jacob Evans,2018,GSW,30,21,9,6.8,1.3,10.6,6.1,0.5,2.84,2.04,0.125,0.1,0,0.2,0.667,0,0.4
Jabari Parker,2018,WAS,63,18,45,27.3,14.8,59.7,27.5,2.3,2.29,1.6,0.247,1.1,2.7,2.4,0.667,0.473,0.947
JaVale McGee,2018,LAL,75,35,40,22.3,12,32.7,17.5,0.7,1.31,0.34,0.366,3.5,1.4,8,0.582,0.617,1.052
JaMychal Green,2018,LAC,65,31,34,21.1,9.4,38.1,19.9,1,1.59,0.44,0.247,1.8,1.7,3.8,0.353,0.595,0.984
JaKarr Sampson,2018,CHI,4,1,3,31.8,20,58,30.8,2,2.02,1.14,0.345,1.8,0.8,2.8,0.857,0.667,1.091
JR Smith,2018,CLE,11,1,10,20.2,6.7,29.5,18.7,1.2,2.4,1.66,0.228,0.4,0.2,0.5,0,0,0.333
JJ Redick,2018,PHI,75,49,26,31.3,18,40.8,36.2,1.1,1.68,1,0.441,0.9,0,0.8,0.588,0,0.917
J.P. Macura,2018,CHA,2,1,1,8.4,3,14,10.5,0.5,2.01,1.36,0.214,0,0,0.5,0,0,2
J.J. Barea,2018,DAL,38,20,18,19.8,10.9,59.7,24.1,5,4.98,4.91,0.183,0.1,0,0.3,0.8,0,0.727
Ivica Zubac,2018,LAC,59,32,27,17.6,8.9,34.6,19.4,0.8,1.46,0.51,0.257,2.8,1.7,6.7,0.663,0.602,0.98
Ivan Rabb,2018,MEM,49,20,29,14.7,5.8,26.1,15.7,0.8,1.75,0.65,0.222,2.5,1.7,3.8,0.402,0.488,0.754
Ish Smith,2018,DET,56,33,23,22.3,8.9,53.8,18.6,4.5,5.04,5.02,0.166,0.2,0,0.5,0.444,0,0.077
Isaiah Thomas,2018,DEN,12,6,6,15.1,8.1,30.9,13.8,2.4,4.63,4.14,0.261,0.5,0,0.4,0,0,0
Isaiah Hicks,2018,NYK,3,1,2,10.8,4,15.7,7.3,0.5,2.06,0.97,0.255,0.7,2,1.3,0,0.167,1.5
Isaiah Hartenstein,2018,HOU,28,15,13,7.9,1.9,10.9,5.6,0.3,1.51,0.31,0.174,1.2,0.1,2.1,0.353,1.5,0.61
Isaiah Canaan,2018,MIL,30,10,20,20.9,6,45.5,16.5,3.3,4.29,4.18,0.133,0.1,0.1,0.1,0.5,1,0.5
Isaiah Briscoe,2018,ORL,39,17,22,14.3,3.5,29.2,7.7,2.8,5.74,5.46,0.12,0.1,0,0.2,0,0,0
Isaac Humphries,2018,ATL,5,1,4,11.3,3,18.8,9.6,0.4,1.13,0.12,0.16,0.2,0,1.8,0,0,0.667
Isaac Bonga,2018,LAL,22,7,15,5.5,0.9,7.6,4.1,0.5,3.59,2.89,0.114,0,0.1,0.5,0,0,0.667
Iman Shumpert,2018,HOU,62,39,23,23.9,7.5,29.9,20,1.1,2.19,1.36,0.251,0.3,0.2,0.7,0.474,0.3,0.548
Ike Anigbogu,2018,IND,3,2,1,2,0,3,1.3,0.1,1.32,0.22,0,0,0,0.3,0,0,0
Ian Mahinmi,2018,WAS,33,11,22,14.8,4.2,21.8,11.4,0.6,1.58,0.6,0.193,1.8,0.3,3.7,0.339,0.545,0.754
Ian Clark,2018,NOP,60,24,36,16.2,6.7,27.3,17,1.3,2.81,2.37,0.245,0.5,0.1,0.5,0.379,0,0.688
Henry Ellenson,2018,NYK,19,4,15,13.6,6,26.2,12,0.9,2.05,1.19,0.229,0.3,0.8,0.7,1,0.438,1.357
Haywood Highsmith,2018,PHI,5,2,3,8,1.8,11.8,7.4,0.2,1.23,0.59,0.153,0,0,0.6,0,0,0
Hassan Whiteside,2018,MIA,72,33,39,23.3,12.3,31.3,18.9,0.9,1.65,0.54,0.394,3.1,2.8,9.4,0.444,0.527,0.991
Harry Giles III,2018,SAC,58,26,32,14.1,7,23.4,15.9,0.8,1.93,0.7,0.3,3.8,2.9,4.2,0.429,0.5,0.907
Harrison Barnes,2018,SAC,77,34,43,32.9,16.4,50.8,30.8,1.9,2.22,1.13,0.323,0.7,3.3,1.8,0.518,0.614,0.964
Hamidou Diallo,2018,OKC,50,28,22,10.4,3.8,9.1,6.3,0.3,2.23,1.72,0.418,0.3,0,1.4,0.706,0,0.871
Guerschon Yabusele,2018,BOS,41,27,14,6.1,2.3,9.4,6.1,0.3,1.83,0.7,0.245,0.6,0.9,0.9,0.391,0.528,0.622
Greg Monroe,2018,PHI,43,28,15,11.2,5.3,19.3,11.9,0.6,1.88,0.62,0.276,1.8,1.9,3.4,0.545,0.425,0.932
Grayson Allen,2018,UTA,38,22,16,11,5.6,16,10.6,0.9,3.48,2.79,0.347,0.1,0,0.2,1,0,1.143
Gorgui Dieng,2018,MIN,76,33,43,13.6,6.4,25.6,14.3,0.8,1.8,0.68,0.249,2,0.6,2.7,0.587,0.596,0.874
Gordon Hayward,2018,BOS,72,44,28,25.9,11.5,45.4,27.8,2,2.65,1.76,0.252,1.4,0.3,1.7,0.647,0.4,0.858
Goran Dragic,2018,MIA,36,16,20,27.5,13.7,58.9,25.2,4.1,4.17,3.72,0.233,1.1,0.1,1.1,0.421,0.8,0.5
Glenn Robinson III,2018,DET,47,24,23,13,4.2,18.5,12.3,0.6,1.85,0.91,0.228,0.3,0,1,0.467,0,0.776
Giannis Antetokounmpo,2018,MIL,72,56,16,32.8,27.7,82.5,41.3,4.6,3.35,2.37,0.336,3.5,4.6,6.2,0.581,0.461,1.013
Gerald Green,2018,HOU,73,47,26,20.2,9.2,24.4,14.4,0.8,1.95,1.03,0.38,0.1,0,0.4,0.4,0,1.226
Georges Niang,2018,UTA,59,41,18,8.8,4,13.7,7.2,0.5,1.97,1.17,0.29,0.1,0.1,0.2,1.333,0,1
George King,2018,PHX,1,0,1,5.9,0,6,3,0.2,2.06,0.83,0,0,0,0,0,0,0
George Hill,2018,MIL,60,39,21,21.7,7.6,37.3,17.5,2.5,3.99,3.35,0.205,0.5,0.1,1.2,0.667,0,0.884
Gary Trent Jr.,2018,POR,15,14,1,7.4,2.7,8.8,6.4,0.5,3.71,2.98,0.303,0.1,0.5,0.3,0,0.857,0.4
Gary Payton II,2018,WAS,3,2,1,5.3,3.7,10,4,0.5,2.99,2.17,0.367,0,0,1.3,0,0,1.5
Gary Harris,2018,DEN,57,38,19,28.8,12.9,35.9,29.1,1.5,2.57,2.09,0.36,0.4,0,0.8,0.85,0,0.702
Gary Clark,2018,HOU,51,33,18,12.6,2.9,13.5,6.5,0.3,1.41,0.42,0.216,0.2,0,0.4,0.25,0,0.429
Garrett Temple,2018,LAC,75,37,38,27.2,7.8,36.1,25.4,1.5,2.45,1.67,0.216,0.6,0,0.8,0.548,0.667,0.825
Furkan Korkmaz,2018,PHI,48,30,18,14.2,5.8,19,14.9,0.6,1.9,1.16,0.306,0.4,0,0.6,0.889,0,1.222
Fred VanVleet,2018,TOR,64,46,18,27.5,11,56.1,26.8,4.1,4.41,4.2,0.195,0.2,0,0.5,1.273,0,0.586
Frank Ntilikina,2018,NYK,42,9,33,21.1,5.8,40.2,17.5,2.8,4.17,3.66,0.144,0.2,0.1,0.1,0.5,0,0.333
Frank Mason,2018,SAC,38,16,22,11.5,5.1,26.2,9.5,2.1,4.79,4.61,0.196,0.2,0,0.5,0.556,0,1.263
Frank Kaminsky,2018,CHA,47,22,25,16.1,8.6,33.5,21,0.8,1.52,0.56,0.257,1.2,0.7,1.8,0.719,0.875,0.93
Frank Jackson,2018,NOP,61,22,39,19.2,8.1,27.7,16.8,1.2,2.5,2.02,0.293,0.5,0,1,1.138,2,0.938
Evan Turner,2018,POR,73,47,26,22,6.8,48.6,18.6,3.8,4.74,4.04,0.139,0.5,1.8,1.2,0.424,0.679,0.824
